Time, Raw (V),
2024-Mar-7 16:30:26, 1.456,
2024-Mar-7 16:30:26, 1.457,
2024-Mar-7 16:30:26, 1.390,
2024-Mar-7 16:30:26, 1.322,
2024-Mar-7 16:30:26, 1.288,
2024-Mar-7 16:30:26, 1.126,
2024-Mar-7 16:30:26, 1.130,
2024-Mar-7 16:30:26, 0.999,
2024-Mar-7 16:30:26, 1.293,
2024-Mar-7 16:30:26, 1.078,
2024-Mar-7 16:30:26, 1.096,
2024-Mar-7 16:30:26, 1.161,
2024-Mar-7 16:30:26, 1.152,
2024-Mar-7 16:30:26, 0.816,
2024-Mar-7 16:30:26, 0.902,
2024-Mar-7 16:30:26, 0.976,
2024-Mar-7 16:30:26, 0.838,
2024-Mar-7 16:30:26, 0.715,
2024-Mar-7 16:30:26, 0.709,
2024-Mar-7 16:30:26, 0.700,
2024-Mar-7 16:30:26, 0.000,
2024-Mar-7 16:30:26, 0.000,
2024-Mar-7 16:30:26, 0.000,
2024-Mar-7 16:30:26, 0.000,
2024-Mar-7 16:30:26, 0.000,
2024-Mar-7 16:30:26, 0.000,
2024-Mar-7 16:30:26, 0.000,
2024-Mar-7 16:30:26, 0.000,
2024-Mar-7 16:30:26, 0.000,
2024-Mar-7 16:30:26, 0.000,
2024-Mar-7 16:30:26, 0.063,
2024-Mar-7 16:30:26, 0.714,
2024-Mar-7 16:30:26, 0.709,
2024-Mar-7 16:30:26, 0.761,
2024-Mar-7 16:30:26, 0.868,
2024-Mar-7 16:30:26, 0.989,
2024-Mar-7 16:30:26, 1.083,
2024-Mar-7 16:30:26, 1.104,
2024-Mar-7 16:30:26, 0.967,
2024-Mar-7 16:30:26, 1.074,
2024-Mar-7 16:30:26, 1.053,
2024-Mar-7 16:30:26, 0.993,
2024-Mar-7 16:30:26, 1.200,
2024-Mar-7 16:30:26, 1.217,
2024-Mar-7 16:30:26, 1.262,
2024-Mar-7 16:30:26, 1.092,
2024-Mar-7 16:30:26, 1.312,
2024-Mar-7 16:30:26, 1.232,
2024-Mar-7 16:30:26, 1.150,
2024-Mar-7 16:30:26, 1.221,
2024-Mar-7 16:30:26, 1.267,
2024-Mar-7 16:30:26, 1.135,
2024-Mar-7 16:30:26, 1.018,
2024-Mar-7 16:30:26, 1.258,
2024-Mar-7 16:30:26, 1.183,
2024-Mar-7 16:30:26, 1.225,
2024-Mar-7 16:30:26, 1.308,
2024-Mar-7 16:30:26, 1.133,
2024-Mar-7 16:30:26, 1.237,
2024-Mar-7 16:30:26, 1.230,
2024-Mar-7 16:30:26, 1.337,
2024-Mar-7 16:30:26, 1.306,
2024-Mar-7 16:30:26, 1.359,
2024-Mar-7 16:30:26, 1.377,
2024-Mar-7 16:30:26, 1.457,
2024-Mar-7 16:30:26, 1.432,
2024-Mar-7 16:30:26, 1.435,
2024-Mar-7 16:30:26, 1.443,
2024-Mar-7 16:30:26, 1.677,
2024-Mar-7 16:30:26, 1.449,
2024-Mar-7 16:30:26, 1.520,
2024-Mar-7 16:30:26, 1.472,
2024-Mar-7 16:30:26, 1.457,
2024-Mar-7 16:30:26, 1.433,
2024-Mar-7 16:30:26, 1.452,
2024-Mar-7 16:30:26, 1.362,
2024-Mar-7 16:30:26, 1.792,
2024-Mar-7 16:30:26, 1.482,
2024-Mar-7 16:30:26, 1.508,
2024-Mar-7 16:30:26, 1.508,
2024-Mar-7 16:30:26, 1.894,
2024-Mar-7 16:30:26, 1.487,
2024-Mar-7 16:30:26, 1.612,
2024-Mar-7 16:30:26, 1.625,
2024-Mar-7 16:30:26, 1.401,
2024-Mar-7 16:30:26, 1.615,
2024-Mar-7 16:30:26, 1.589,
2024-Mar-7 16:30:26, 1.536,
2024-Mar-7 16:30:26, 1.706,
2024-Mar-7 16:30:26, 1.611,
2024-Mar-7 16:30:26, 1.549,
2024-Mar-7 16:30:26, 1.620,
2024-Mar-7 16:30:26, 1.648,
2024-Mar-7 16:30:26, 1.679,
2024-Mar-7 16:30:26, 1.742,
2024-Mar-7 16:30:26, 1.690,
2024-Mar-7 16:30:26, 1.602,
2024-Mar-7 16:30:26, 1.727,
2024-Mar-7 16:30:26, 1.756,
2024-Mar-7 16:30:26, 1.683,
2024-Mar-7 16:30:26, 1.773,
2024-Mar-7 16:30:26, 1.806,
2024-Mar-7 16:30:26, 1.783,
2024-Mar-7 16:30:26, 1.709,
2024-Mar-7 16:30:26, 1.843,
2024-Mar-7 16:30:26, 1.789,
2024-Mar-7 16:30:26, 1.868,
2024-Mar-7 16:30:26, 1.826,
2024-Mar-7 16:30:26, 1.868,
2024-Mar-7 16:30:26, 1.728,
2024-Mar-7 16:30:26, 1.915,
2024-Mar-7 16:30:26, 1.908,
2024-Mar-7 16:30:26, 1.869,
2024-Mar-7 16:30:26, 1.935,
2024-Mar-7 16:30:26, 1.884,
2024-Mar-7 16:30:26, 1.905,
2024-Mar-7 16:30:26, 1.855,
2024-Mar-7 16:30:26, 1.944,
2024-Mar-7 16:30:26, 1.921,
2024-Mar-7 16:30:26, 1.909,
2024-Mar-7 16:30:26, 1.834,
2024-Mar-7 16:30:26, 1.967,
2024-Mar-7 16:30:26, 1.959,
2024-Mar-7 16:30:26, 1.928,
2024-Mar-7 16:30:26, 1.925,
2024-Mar-7 16:30:26, 2.024,
2024-Mar-7 16:30:26, 1.976,
2024-Mar-7 16:30:26, 1.942,
2024-Mar-7 16:30:26, 2.009,
2024-Mar-7 16:30:26, 1.876,
2024-Mar-7 16:30:26, 1.983,
2024-Mar-7 16:30:26, 2.032,
2024-Mar-7 16:30:26, 2.137,
2024-Mar-7 16:30:26, 1.998,
2024-Mar-7 16:30:26, 2.179,
2024-Mar-7 16:30:26, 2.153,
2024-Mar-7 16:30:26, 2.279,
2024-Mar-7 16:30:26, 2.385,
2024-Mar-7 16:30:26, 2.320,
2024-Mar-7 16:30:26, 2.372,
2024-Mar-7 16:30:26, 2.442,
2024-Mar-7 16:30:26, 2.471,
2024-Mar-7 16:30:26, 2.465,
2024-Mar-7 16:30:26, 2.560,
2024-Mar-7 16:30:26, 2.544,
2024-Mar-7 16:30:26, 2.560,
2024-Mar-7 16:30:26, 2.665,
2024-Mar-7 16:30:26, 2.617,
2024-Mar-7 16:30:26, 2.560,
2024-Mar-7 16:30:26, 2.565,
2024-Mar-7 16:30:26, 2.643,
2024-Mar-7 16:30:26, 2.720,
2024-Mar-7 16:30:26, 2.645,
2024-Mar-7 16:30:26, 2.780,
2024-Mar-7 16:30:26, 2.756,
2024-Mar-7 16:30:26, 2.759,
2024-Mar-7 16:30:26, 2.709,
2024-Mar-7 16:30:26, 2.675,
2024-Mar-7 16:30:26, 2.713,
2024-Mar-7 16:30:26, 2.715,
2024-Mar-7 16:30:26, 2.764,
2024-Mar-7 16:30:26, 2.767,
2024-Mar-7 16:30:26, 2.709,
2024-Mar-7 16:30:26, 2.751,
2024-Mar-7 16:30:26, 2.771,
2024-Mar-7 16:30:26, 2.738,
2024-Mar-7 16:30:26, 2.744,
2024-Mar-7 16:30:26, 2.784,
2024-Mar-7 16:30:26, 2.835,
2024-Mar-7 16:30:26, 2.823,
2024-Mar-7 16:30:26, 2.867,
2024-Mar-7 16:30:26, 2.874,
2024-Mar-7 16:30:26, 2.854,
2024-Mar-7 16:30:26, 2.742,
2024-Mar-7 16:30:26, 2.836,
2024-Mar-7 16:30:26, 2.823,
2024-Mar-7 16:30:26, 2.874,
2024-Mar-7 16:30:26, 2.887,
2024-Mar-7 16:30:26, 2.847,
2024-Mar-7 16:30:26, 2.849,
2024-Mar-7 16:30:26, 3.106,
2024-Mar-7 16:30:26, 2.887,
2024-Mar-7 16:30:26, 2.829,
2024-Mar-7 16:30:26, 2.909,
2024-Mar-7 16:30:26, 2.879,
2024-Mar-7 16:30:26, 2.887,
2024-Mar-7 16:30:26, 2.975,
2024-Mar-7 16:30:26, 2.917,
2024-Mar-7 16:30:26, 2.911,
2024-Mar-7 16:30:26, 2.900,
2024-Mar-7 16:30:26, 2.931,
2024-Mar-7 16:30:26, 2.933,
2024-Mar-7 16:30:26, 2.911,
2024-Mar-7 16:30:26, 2.952,
2024-Mar-7 16:30:26, 2.926,
2024-Mar-7 16:30:26, 2.975,
2024-Mar-7 16:30:26, 3.184,
2024-Mar-7 16:30:26, 2.798,
2024-Mar-7 16:30:26, 2.972,
2024-Mar-7 16:30:26, 3.004,
2024-Mar-7 16:30:26, 2.952,
2024-Mar-7 16:30:26, 2.960,
2024-Mar-7 16:30:26, 2.930,
2024-Mar-7 16:30:26, 2.965,
2024-Mar-7 16:30:26, 2.985,
2024-Mar-7 16:30:26, 2.917,
2024-Mar-7 16:30:26, 2.900,
2024-Mar-7 16:30:26, 2.961,
2024-Mar-7 16:30:26, 2.943,
2024-Mar-7 16:30:26, 2.983,
2024-Mar-7 16:30:26, 2.987,
2024-Mar-7 16:30:26, 2.948,
2024-Mar-7 16:30:26, 2.962,
2024-Mar-7 16:30:26, 2.982,
2024-Mar-7 16:30:26, 3.015,
2024-Mar-7 16:30:26, 2.926,
2024-Mar-7 16:30:26, 2.999,
2024-Mar-7 16:30:26, 3.002,
2024-Mar-7 16:30:26, 3.038,
2024-Mar-7 16:30:26, 3.081,
2024-Mar-7 16:30:26, 2.911,
2024-Mar-7 16:30:26, 2.828,
2024-Mar-7 16:30:26, 2.993,
2024-Mar-7 16:30:26, 3.024,
2024-Mar-7 16:30:27, 2.949,
2024-Mar-7 16:30:27, 3.004,
2024-Mar-7 16:30:27, 3.018,
2024-Mar-7 16:30:27, 3.078,
2024-Mar-7 16:30:27, 3.057,
2024-Mar-7 16:30:27, 3.032,
2024-Mar-7 16:30:27, 3.047,
2024-Mar-7 16:30:27, 3.082,
2024-Mar-7 16:30:27, 2.932,
2024-Mar-7 16:30:27, 3.002,
2024-Mar-7 16:30:27, 2.995,
2024-Mar-7 16:30:27, 3.048,
2024-Mar-7 16:30:27, 2.985,
2024-Mar-7 16:30:27, 2.886,
2024-Mar-7 16:30:27, 3.042,
2024-Mar-7 16:30:27, 3.021,
2024-Mar-7 16:30:27, 3.001,
2024-Mar-7 16:30:27, 3.042,
2024-Mar-7 16:30:27, 3.098,
2024-Mar-7 16:30:27, 3.010,
2024-Mar-7 16:30:27, 3.025,
2024-Mar-7 16:30:27, 3.030,
2024-Mar-7 16:30:27, 3.066,
2024-Mar-7 16:30:27, 3.054,
2024-Mar-7 16:30:27, 3.091,
2024-Mar-7 16:30:27, 3.074,
2024-Mar-7 16:30:27, 3.090,
2024-Mar-7 16:30:27, 3.055,
2024-Mar-7 16:30:27, 3.027,
2024-Mar-7 16:30:27, 3.004,
2024-Mar-7 16:30:27, 3.044,
2024-Mar-7 16:30:27, 2.992,
2024-Mar-7 16:30:27, 3.031,
2024-Mar-7 16:30:27, 2.967,
2024-Mar-7 16:30:27, 3.072,
2024-Mar-7 16:30:27, 3.024,
2024-Mar-7 16:30:27, 3.066,
2024-Mar-7 16:30:27, 2.627,
2024-Mar-7 16:30:27, 3.078,
2024-Mar-7 16:30:27, 3.038,
2024-Mar-7 16:30:27, 3.091,
2024-Mar-7 16:30:27, 3.128,
2024-Mar-7 16:30:27, 3.042,
2024-Mar-7 16:30:27, 3.055,
2024-Mar-7 16:30:27, 3.064,
2024-Mar-7 16:30:27, 3.070,
2024-Mar-7 16:30:27, 3.093,
2024-Mar-7 16:30:27, 2.952,
2024-Mar-7 16:30:27, 3.060,
2024-Mar-7 16:30:27, 3.208,
2024-Mar-7 16:30:27, 3.134,
2024-Mar-7 16:30:27, 3.038,
2024-Mar-7 16:30:27, 3.004,
2024-Mar-7 16:30:27, 3.099,
2024-Mar-7 16:30:27, 2.941,
2024-Mar-7 16:30:27, 3.042,
2024-Mar-7 16:30:27, 3.075,
2024-Mar-7 16:30:27, 3.135,
2024-Mar-7 16:30:27, 3.004,
2024-Mar-7 16:30:27, 2.996,
2024-Mar-7 16:30:27, 3.059,
2024-Mar-7 16:30:27, 2.875,
2024-Mar-7 16:30:27, 2.913,
2024-Mar-7 16:30:27, 3.145,
2024-Mar-7 16:30:27, 3.022,
2024-Mar-7 16:30:27, 3.004,
2024-Mar-7 16:30:27, 2.983,
2024-Mar-7 16:30:27, 2.946,
2024-Mar-7 16:30:27, 3.070,
2024-Mar-7 16:30:27, 2.992,
2024-Mar-7 16:30:27, 2.931,
2024-Mar-7 16:30:27, 3.194,
2024-Mar-7 16:30:27, 2.982,
2024-Mar-7 16:30:27, 2.639,
2024-Mar-7 16:30:27, 2.965,
2024-Mar-7 16:30:27, 2.987,
2024-Mar-7 16:30:27, 3.031,
2024-Mar-7 16:30:27, 2.940,
2024-Mar-7 16:30:27, 3.025,
2024-Mar-7 16:30:27, 3.042,
2024-Mar-7 16:30:27, 3.042,
2024-Mar-7 16:30:27, 3.047,
2024-Mar-7 16:30:27, 3.088,
2024-Mar-7 16:30:27, 3.016,
2024-Mar-7 16:30:27, 2.862,
2024-Mar-7 16:30:27, 2.979,
2024-Mar-7 16:30:27, 3.001,
2024-Mar-7 16:30:27, 3.031,
2024-Mar-7 16:30:27, 2.953,
2024-Mar-7 16:30:27, 2.999,
2024-Mar-7 16:30:27, 3.015,
2024-Mar-7 16:30:27, 2.980,
2024-Mar-7 16:30:27, 2.926,
2024-Mar-7 16:30:27, 3.018,
2024-Mar-7 16:30:27, 3.043,
2024-Mar-7 16:30:27, 2.875,
2024-Mar-7 16:30:27, 3.003,
2024-Mar-7 16:30:27, 2.980,
2024-Mar-7 16:30:27, 2.960,
2024-Mar-7 16:30:27, 3.016,
2024-Mar-7 16:30:27, 2.956,
2024-Mar-7 16:30:27, 3.011,
2024-Mar-7 16:30:27, 2.954,
2024-Mar-7 16:30:27, 2.859,
2024-Mar-7 16:30:27, 2.988,
2024-Mar-7 16:30:27, 2.953,
2024-Mar-7 16:30:27, 2.822,
2024-Mar-7 16:30:27, 2.950,
2024-Mar-7 16:30:27, 2.916,
2024-Mar-7 16:30:27, 2.952,
2024-Mar-7 16:30:27, 2.912,
2024-Mar-7 16:30:27, 2.904,
2024-Mar-7 16:30:27, 2.813,
2024-Mar-7 16:30:27, 2.821,
2024-Mar-7 16:30:27, 2.813,
2024-Mar-7 16:30:27, 2.809,
2024-Mar-7 16:30:27, 2.835,
2024-Mar-7 16:30:27, 2.818,
2024-Mar-7 16:30:27, 2.805,
2024-Mar-7 16:30:27, 2.811,
2024-Mar-7 16:30:27, 2.699,
2024-Mar-7 16:30:27, 2.633,
2024-Mar-7 16:30:27, 2.591,
2024-Mar-7 16:30:27, 2.490,
2024-Mar-7 16:30:27, 2.387,
2024-Mar-7 16:30:27, 2.246,
2024-Mar-7 16:30:27, 2.136,
2024-Mar-7 16:30:27, 1.980,
2024-Mar-7 16:30:27, 1.831,
2024-Mar-7 16:30:27, 2.042,
2024-Mar-7 16:30:27, 1.913,
2024-Mar-7 16:30:27, 1.934,
2024-Mar-7 16:30:27, 1.993,
2024-Mar-7 16:30:27, 1.915,
2024-Mar-7 16:30:27, 1.934,
2024-Mar-7 16:30:27, 1.926,
2024-Mar-7 16:30:27, 1.985,
2024-Mar-7 16:30:27, 1.911,
2024-Mar-7 16:30:27, 1.844,
2024-Mar-7 16:30:27, 1.794,
2024-Mar-7 16:30:27, 2.138,
2024-Mar-7 16:30:27, 1.688,
2024-Mar-7 16:30:27, 1.045,
2024-Mar-7 16:30:27, 1.641,
2024-Mar-7 16:30:27, 1.793,
2024-Mar-7 16:30:27, 1.630,
2024-Mar-7 16:30:27, 1.608,
2024-Mar-7 16:30:27, 1.574,
2024-Mar-7 16:30:27, 1.540,
2024-Mar-7 16:30:27, 1.335,
2024-Mar-7 16:30:27, 1.775,
2024-Mar-7 16:30:27, 1.422,
2024-Mar-7 16:30:27, 1.354,
2024-Mar-7 16:30:27, 1.431,
2024-Mar-7 16:30:27, 1.444,
2024-Mar-7 16:30:27, 1.349,
2024-Mar-7 16:30:27, 1.719,
2024-Mar-7 16:30:27, 1.406,
2024-Mar-7 16:30:27, 1.109,
2024-Mar-7 16:30:27, 1.255,
2024-Mar-7 16:30:27, 1.265,
2024-Mar-7 16:30:27, 1.051,
2024-Mar-7 16:30:27, 0.954,
2024-Mar-7 16:30:27, 1.099,
2024-Mar-7 16:30:27, 0.564,
2024-Mar-7 16:30:27, 0.118,
2024-Mar-7 16:30:27, 0.000,
2024-Mar-7 16:30:27, 0.000,
2024-Mar-7 16:30:27, 0.000,
2024-Mar-7 16:30:27, 0.000,
2024-Mar-7 16:30:27, 0.000,
2024-Mar-7 16:30:27, 0.000,
2024-Mar-7 16:30:27, 0.000,
2024-Mar-7 16:30:27, 0.000,
2024-Mar-7 16:30:27, 0.000,
2024-Mar-7 16:30:27, 0.000,
2024-Mar-7 16:30:27, 0.000,
2024-Mar-7 16:30:27, 0.000,
2024-Mar-7 16:30:27, 0.000,
2024-Mar-7 16:30:27, 0.000,
2024-Mar-7 16:30:27, 0.000,
2024-Mar-7 16:30:27, 0.000,
2024-Mar-7 16:30:27, 0.000,
2024-Mar-7 16:30:27, 0.000,
2024-Mar-7 16:30:27, 0.000,
2024-Mar-7 16:30:27, 0.000,
2024-Mar-7 16:30:27, 0.000,
2024-Mar-7 16:30:27, 0.000,
2024-Mar-7 16:30:27, 0.000,
2024-Mar-7 16:30:27, 0.000,
2024-Mar-7 16:30:27, 0.000,
2024-Mar-7 16:30:27, 0.000,
2024-Mar-7 16:30:27, 0.000,
2024-Mar-7 16:30:27, 0.019,
2024-Mar-7 16:30:27, 0.013,
2024-Mar-7 16:30:27, 0.189,
2024-Mar-7 16:30:27, 0.462,
2024-Mar-7 16:30:27, 0.495,
2024-Mar-7 16:30:27, 0.563,
2024-Mar-7 16:30:27, 0.943,
2024-Mar-7 16:30:27, 0.960,
2024-Mar-7 16:30:27, 0.968,
2024-Mar-7 16:30:27, 1.070,
2024-Mar-7 16:30:27, 1.187,
2024-Mar-7 16:30:27, 1.197,
2024-Mar-7 16:30:27, 1.274,
2024-Mar-7 16:30:27, 1.237,
2024-Mar-7 16:30:27, 1.267,
2024-Mar-7 16:30:27, 1.298,
2024-Mar-7 16:30:27, 1.236,
2024-Mar-7 16:30:27, 1.467,
2024-Mar-7 16:30:27, 1.461,
2024-Mar-7 16:30:27, 1.380,
2024-Mar-7 16:30:27, 1.348,
2024-Mar-7 16:30:27, 1.441,
2024-Mar-7 16:30:27, 1.512,
2024-Mar-7 16:30:27, 1.536,
2024-Mar-7 16:30:27, 1.590,
2024-Mar-7 16:30:27, 1.462,
2024-Mar-7 16:30:27, 1.677,
2024-Mar-7 16:30:27, 1.640,
2024-Mar-7 16:30:27, 1.702,
2024-Mar-7 16:30:27, 1.685,
2024-Mar-7 16:30:27, 2.006,
2024-Mar-7 16:30:27, 1.686,
2024-Mar-7 16:30:27, 1.623,
2024-Mar-7 16:30:27, 1.759,
2024-Mar-7 16:30:27, 1.805,
2024-Mar-7 16:30:27, 1.958,
2024-Mar-7 16:30:27, 2.125,
2024-Mar-7 16:30:27, 2.179,
2024-Mar-7 16:30:27, 2.177,
2024-Mar-7 16:30:27, 2.282,
2024-Mar-7 16:30:27, 2.179,
2024-Mar-7 16:30:27, 2.322,
2024-Mar-7 16:30:27, 2.409,
2024-Mar-7 16:30:27, 2.358,
2024-Mar-7 16:30:27, 2.498,
2024-Mar-7 16:30:27, 2.555,
2024-Mar-7 16:30:27, 2.506,
2024-Mar-7 16:30:27, 2.488,
2024-Mar-7 16:30:27, 2.599,
2024-Mar-7 16:30:27, 2.676,
2024-Mar-7 16:30:27, 2.618,
2024-Mar-7 16:30:27, 2.641,
2024-Mar-7 16:30:27, 2.625,
2024-Mar-7 16:30:27, 2.700,
2024-Mar-7 16:30:27, 2.686,
2024-Mar-7 16:30:27, 2.751,
2024-Mar-7 16:30:27, 2.751,
2024-Mar-7 16:30:27, 2.742,
2024-Mar-7 16:30:27, 2.830,
2024-Mar-7 16:30:27, 2.853,
2024-Mar-7 16:30:27, 2.828,
2024-Mar-7 16:30:27, 2.785,
2024-Mar-7 16:30:27, 2.809,
2024-Mar-7 16:30:27, 2.849,
2024-Mar-7 16:30:27, 2.908,
2024-Mar-7 16:30:27, 2.838,
2024-Mar-7 16:30:27, 3.021,
2024-Mar-7 16:30:27, 2.887,
2024-Mar-7 16:30:27, 2.905,
2024-Mar-7 16:30:27, 2.954,
2024-Mar-7 16:30:27, 2.991,
2024-Mar-7 16:30:27, 2.914,
2024-Mar-7 16:30:27, 2.861,
2024-Mar-7 16:30:27, 2.958,
2024-Mar-7 16:30:27, 2.993,
2024-Mar-7 16:30:27, 2.836,
2024-Mar-7 16:30:27, 2.954,
2024-Mar-7 16:30:27, 2.914,
2024-Mar-7 16:30:27, 2.980,
2024-Mar-7 16:30:27, 2.982,
2024-Mar-7 16:30:27, 2.926,
2024-Mar-7 16:30:27, 2.973,
2024-Mar-7 16:30:27, 3.077,
2024-Mar-7 16:30:27, 2.887,
2024-Mar-7 16:30:27, 3.034,
2024-Mar-7 16:30:27, 2.996,
2024-Mar-7 16:30:27, 3.047,
2024-Mar-7 16:30:27, 2.976,
2024-Mar-7 16:30:27, 3.081,
2024-Mar-7 16:30:27, 2.967,
2024-Mar-7 16:30:27, 2.972,
2024-Mar-7 16:30:27, 3.034,
2024-Mar-7 16:30:27, 2.978,
2024-Mar-7 16:30:27, 3.010,
2024-Mar-7 16:30:27, 3.017,
2024-Mar-7 16:30:27, 2.980,
2024-Mar-7 16:30:27, 2.992,
2024-Mar-7 16:30:27, 2.967,
2024-Mar-7 16:30:27, 3.029,
2024-Mar-7 16:30:27, 2.990,
2024-Mar-7 16:30:27, 2.729,
2024-Mar-7 16:30:27, 3.021,
2024-Mar-7 16:30:27, 2.970,
2024-Mar-7 16:30:27, 3.038,
2024-Mar-7 16:30:27, 2.925,
2024-Mar-7 16:30:27, 2.975,
2024-Mar-7 16:30:27, 2.944,
2024-Mar-7 16:30:27, 2.918,
2024-Mar-7 16:30:27, 3.083,
2024-Mar-7 16:30:27, 3.052,
2024-Mar-7 16:30:27, 2.974,
2024-Mar-7 16:30:27, 2.979,
2024-Mar-7 16:30:27, 2.975,
2024-Mar-7 16:30:27, 2.982,
2024-Mar-7 16:30:27, 2.867,
2024-Mar-7 16:30:27, 2.751,
2024-Mar-7 16:30:27, 2.935,
2024-Mar-7 16:30:27, 2.928,
2024-Mar-7 16:30:27, 2.906,
2024-Mar-7 16:30:27, 2.952,
2024-Mar-7 16:30:27, 2.871,
2024-Mar-7 16:30:27, 2.980,
2024-Mar-7 16:30:27, 2.965,
2024-Mar-7 16:30:27, 2.953,
2024-Mar-7 16:30:27, 2.859,
2024-Mar-7 16:30:27, 2.914,
2024-Mar-7 16:30:27, 2.995,
2024-Mar-7 16:30:27, 3.056,
2024-Mar-7 16:30:27, 3.028,
2024-Mar-7 16:30:27, 2.925,
2024-Mar-7 16:30:27, 2.982,
2024-Mar-7 16:30:27, 3.042,
2024-Mar-7 16:30:27, 3.019,
2024-Mar-7 16:30:27, 2.922,
2024-Mar-7 16:30:27, 3.061,
2024-Mar-7 16:30:27, 3.024,
2024-Mar-7 16:30:27, 3.008,
2024-Mar-7 16:30:27, 3.004,
2024-Mar-7 16:30:27, 3.069,
2024-Mar-7 16:30:27, 2.954,
2024-Mar-7 16:30:27, 3.299,
2024-Mar-7 16:30:27, 2.978,
2024-Mar-7 16:30:27, 2.978,
2024-Mar-7 16:30:27, 3.007,
2024-Mar-7 16:30:27, 3.078,
2024-Mar-7 16:30:27, 2.880,
2024-Mar-7 16:30:27, 2.983,
2024-Mar-7 16:30:27, 3.019,
2024-Mar-7 16:30:27, 3.162,
2024-Mar-7 16:30:27, 2.887,
2024-Mar-7 16:30:27, 3.053,
2024-Mar-7 16:30:27, 2.970,
2024-Mar-7 16:30:27, 3.106,
2024-Mar-7 16:30:27, 3.138,
2024-Mar-7 16:30:27, 3.066,
2024-Mar-7 16:30:27, 2.983,
2024-Mar-7 16:30:27, 3.172,
2024-Mar-7 16:30:27, 3.055,
2024-Mar-7 16:30:27, 3.031,
2024-Mar-7 16:30:27, 2.960,
2024-Mar-7 16:30:27, 3.177,
2024-Mar-7 16:30:27, 2.926,
2024-Mar-7 16:30:27, 3.278,
2024-Mar-7 16:30:27, 3.061,
2024-Mar-7 16:30:27, 2.917,
2024-Mar-7 16:30:27, 3.026,
2024-Mar-7 16:30:27, 3.158,
2024-Mar-7 16:30:27, 3.033,
2024-Mar-7 16:30:27, 3.107,
2024-Mar-7 16:30:27, 3.012,
2024-Mar-7 16:30:27, 3.083,
2024-Mar-7 16:30:27, 3.048,
2024-Mar-7 16:30:27, 3.009,
2024-Mar-7 16:30:27, 3.020,
2024-Mar-7 16:30:27, 3.158,
2024-Mar-7 16:30:27, 3.073,
2024-Mar-7 16:30:27, 3.041,
2024-Mar-7 16:30:27, 3.078,
2024-Mar-7 16:30:27, 2.948,
2024-Mar-7 16:30:27, 2.990,
2024-Mar-7 16:30:27, 3.002,
2024-Mar-7 16:30:27, 3.044,
2024-Mar-7 16:30:27, 3.057,
2024-Mar-7 16:30:27, 3.079,
2024-Mar-7 16:30:27, 2.998,
2024-Mar-7 16:30:27, 3.091,
2024-Mar-7 16:30:27, 3.041,
2024-Mar-7 16:30:27, 2.996,
2024-Mar-7 16:30:27, 2.969,
2024-Mar-7 16:30:27, 3.056,
2024-Mar-7 16:30:27, 3.016,
2024-Mar-7 16:30:27, 2.908,
2024-Mar-7 16:30:27, 2.941,
2024-Mar-7 16:30:27, 3.028,
2024-Mar-7 16:30:27, 2.992,
2024-Mar-7 16:30:27, 3.026,
2024-Mar-7 16:30:27, 2.939,
2024-Mar-7 16:30:27, 2.979,
2024-Mar-7 16:30:27, 2.931,
2024-Mar-7 16:30:27, 2.974,
2024-Mar-7 16:30:27, 2.972,
2024-Mar-7 16:30:27, 2.980,
2024-Mar-7 16:30:27, 2.939,
2024-Mar-7 16:30:27, 3.031,
2024-Mar-7 16:30:27, 2.972,
2024-Mar-7 16:30:27, 2.966,
2024-Mar-7 16:30:27, 2.986,
2024-Mar-7 16:30:27, 2.935,
2024-Mar-7 16:30:27, 3.077,
2024-Mar-7 16:30:27, 2.958,
2024-Mar-7 16:30:27, 2.959,
2024-Mar-7 16:30:27, 2.910,
2024-Mar-7 16:30:27, 2.982,
2024-Mar-7 16:30:27, 2.901,
2024-Mar-7 16:30:27, 2.998,
2024-Mar-7 16:30:27, 2.950,
2024-Mar-7 16:30:27, 2.809,
2024-Mar-7 16:30:27, 2.880,
2024-Mar-7 16:30:27, 2.999,
2024-Mar-7 16:30:27, 2.887,
2024-Mar-7 16:30:27, 2.937,
2024-Mar-7 16:30:27, 2.912,
2024-Mar-7 16:30:27, 2.858,
2024-Mar-7 16:30:27, 2.929,
2024-Mar-7 16:30:27, 2.850,
2024-Mar-7 16:30:27, 2.913,
2024-Mar-7 16:30:27, 2.803,
2024-Mar-7 16:30:27, 2.635,
2024-Mar-7 16:30:27, 2.845,
2024-Mar-7 16:30:27, 2.926,
2024-Mar-7 16:30:27, 2.826,
2024-Mar-7 16:30:27, 2.552,
2024-Mar-7 16:30:27, 2.875,
2024-Mar-7 16:30:27, 2.887,
2024-Mar-7 16:30:27, 2.873,
2024-Mar-7 16:30:27, 2.838,
2024-Mar-7 16:30:27, 2.780,
2024-Mar-7 16:30:27, 2.759,
2024-Mar-7 16:30:27, 2.800,
2024-Mar-7 16:30:27, 2.750,
2024-Mar-7 16:30:27, 2.776,
2024-Mar-7 16:30:27, 2.705,
2024-Mar-7 16:30:27, 2.738,
2024-Mar-7 16:30:27, 2.450,
2024-Mar-7 16:30:27, 2.733,
2024-Mar-7 16:30:27, 2.135,
2024-Mar-7 16:30:27, 2.697,
2024-Mar-7 16:30:27, 2.374,
2024-Mar-7 16:30:27, 2.632,
